"","ds","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","type","solID"
"275",2017-02-27,0,0,0,13900.6192339616,4506.66666666667,NA,"rawSpend","1_444_1"
"276",2017-03-06,0,0,14027.7777777777,0,4666.66666666667,NA,"rawSpend","1_444_1"
"277",2017-03-13,10360.88,0,0,0,4213.33333333333,NA,"rawSpend","1_444_1"
"278",2017-03-20,0,0,19853.8222222223,0,3773.33333333333,NA,"rawSpend","1_444_1"
"279",2017-03-27,0,24476.2666666667,0,2615.86843871519,4800,NA,"rawSpend","1_444_1"
"280",2017-04-03,0,0,0,0,4560,NA,"rawSpend","1_444_1"
"281",2017-04-10,0,500361.6,0,0,3666.66666666667,NA,"rawSpend","1_444_1"
"282",2017-04-17,7469.05333333333,0,0,0,3546.66666666667,NA,"rawSpend","1_444_1"
"283",2017-04-24,0,296154.666666667,0,0,3266.66666666667,NA,"rawSpend","1_444_1"
"284",2017-05-01,36622.92,0,0,0,2600,NA,"rawSpend","1_444_1"
"285",2017-05-08,0,306346.133333333,0,0,2680,NA,"rawSpend","1_444_1"
"286",2017-05-15,0,0,0,0,0,NA,"rawSpend","1_444_1"
"287",2017-05-22,0,41006.4,0,3978.53478603737,0,NA,"rawSpend","1_444_1"
"288",2017-05-29,0,0,7174.71111111111,0,2173.33333333333,NA,"rawSpend","1_444_1"
"289",2017-06-05,9125.46666666667,42486.9333333333,0,3092.05319174496,2680,NA,"rawSpend","1_444_1"
"290",2017-06-12,0,0,0,0,2226.66666666667,NA,"rawSpend","1_444_1"
"291",2017-06-19,36259.68,0,0,31.2705091363358,3173.33333333333,NA,"rawSpend","1_444_1"
"292",2017-06-26,0,158632,4659.42222222223,0,2666.66666666667,NA,"rawSpend","1_444_1"
"293",2017-07-03,4560.76,0,9573.06666666667,6650.1138314947,3786.66666666667,NA,"rawSpend","1_444_1"
"294",2017-07-10,0,0,0,0,3720,NA,"rawSpend","1_444_1"
"295",2017-07-17,9863.8,108181.333333333,24957.5111111111,0,3853.33333333333,NA,"rawSpend","1_444_1"
"296",2017-07-24,0,0,0,0,3866.66666666667,NA,"rawSpend","1_444_1"
"297",2017-07-31,11384.92,205440,1452.44444444444,0,4533.33333333333,NA,"rawSpend","1_444_1"
"298",2017-08-07,0,104866.133333333,9467.24444444444,0,5360,NA,"rawSpend","1_444_1"
"299",2017-08-14,34047.0533333333,0,0,0,0,NA,"rawSpend","1_444_1"
"300",2017-08-21,0,0,11348.1777777778,1342.67810238147,0,NA,"rawSpend","1_444_1"
"301",2017-08-28,117889.12,0,0,898.926985780967,7000,NA,"rawSpend","1_444_1"
"302",2017-09-04,0,0,0,0,6493.33333333333,NA,"rawSpend","1_444_1"
"303",2017-09-11,48869.2666666667,150164.8,4610.35555555556,621.76681993082,5586.66666666667,NA,"rawSpend","1_444_1"
"304",2017-09-18,0,0,0,0,6440,NA,"rawSpend","1_444_1"
"305",2017-09-25,83663.84,144563.733333333,0,2529.00072715986,7640,NA,"rawSpend","1_444_1"
"306",2017-10-02,111304.453333333,58363.2,0,0,7346.66666666667,NA,"rawSpend","1_444_1"
"307",2017-10-09,44637.7866666667,327236.266666667,18504.9333333333,5348.57241436617,8013.33333333333,NA,"rawSpend","1_444_1"
"308",2017-10-16,0,0,0,4190.37406173623,7586.66666666667,NA,"rawSpend","1_444_1"
"309",2017-10-23,44360.5066666667,46091.2,0,4731.87970491727,7920,NA,"rawSpend","1_444_1"
"310",2017-10-30,4645.22666666667,0,0,5273.3853480983,8466.66666666667,NA,"rawSpend","1_444_1"
"311",2017-11-06,21149.0133333333,318524.266666667,23039.9111111111,3552.81495682237,9826.66666666667,NA,"rawSpend","1_444_1"
"312",2017-11-13,0,0,0,7600.1018467675,0,NA,"rawSpend","1_444_1"
"313",2017-11-20,55227.3333333333,105305.066666667,1346.08888888889,3279.96415525302,0,NA,"rawSpend","1_444_1"
"314",2017-11-27,0,0,9601.77777777777,2463.79324133178,15013.3333333333,NA,"rawSpend","1_444_1"
"315",2017-12-04,28923.5466666667,87842.1333333333,0,1656.46786461852,12733.3333333333,NA,"rawSpend","1_444_1"
"316",2017-12-11,0,0,0,3030.36123993544,11120,NA,"rawSpend","1_444_1"
"317",2017-12-18,63749.0533333333,91841.6,0,1011.87769166753,11666.6666666667,NA,"rawSpend","1_444_1"
"318",2017-12-25,90415.72,0,15034.4444444444,7226.54800621497,10080,NA,"rawSpend","1_444_1"
"319",2018-01-01,0,0,5291.68888888889,4281.21092460283,10653.3333333333,NA,"rawSpend","1_444_1"
"320",2018-01-08,0,3947.2,0,5472.97695689383,10840,NA,"rawSpend","1_444_1"
"321",2018-01-15,39089.24,0,15480.6666666667,0,10080,NA,"rawSpend","1_444_1"
"322",2018-01-22,0,56811.2,19347.4222222223,0,9226.66666666667,NA,"rawSpend","1_444_1"
"323",2018-01-29,25169.2,0,0,0,8960,NA,"rawSpend","1_444_1"
"324",2018-02-05,0,0,4746.8,472.98034791961,10613.3333333333,NA,"rawSpend","1_444_1"
"325",2018-02-12,9165.21333333333,54185.6,0,0,0,NA,"rawSpend","1_444_1"
"326",2018-02-19,0,0,6311.42222222223,0,0,NA,"rawSpend","1_444_1"
"327",2018-02-26,12356.1066666667,56171.2,10002.8,0,7413.33333333333,NA,"rawSpend","1_444_1"
"328",2018-03-05,0,0,0,0,7360,NA,"rawSpend","1_444_1"
"329",2018-03-12,53120.2533333333,90604.2666666667,20486.8,0,7080,NA,"rawSpend","1_444_1"
"330",2018-03-19,0,0,0,0,5960,NA,"rawSpend","1_444_1"
"331",2018-03-26,19743.84,81915.2,2989.15555555556,0,6333.33333333333,NA,"rawSpend","1_444_1"
"332",2018-04-02,0,0,0,0,5520,NA,"rawSpend","1_444_1"
"333",2018-04-09,0,11257.6,0,0,5973.33333333333,NA,"rawSpend","1_444_1"
"334",2018-04-16,0,0,0,2113.26047838464,4973.33333333333,NA,"rawSpend","1_444_1"
"335",2018-04-23,0,158353.6,0,0,3693.33333333333,NA,"rawSpend","1_444_1"
"336",2018-04-30,0,0,0,12800.5972991227,3173.33333333333,NA,"rawSpend","1_444_1"
"337",2018-05-07,0,59674.1333333333,0,0,4720,NA,"rawSpend","1_444_1"
"338",2018-05-14,0,0,6803.64444444444,13040.4474426468,0,NA,"rawSpend","1_444_1"
"339",2018-05-21,947.106666666667,26288.5333333333,0,0,0,NA,"rawSpend","1_444_1"
"340",2018-05-28,0,0,4205.42222222223,1009.04258358804,4640,NA,"rawSpend","1_444_1"
"341",2018-06-04,0,0,0,0,4720,NA,"rawSpend","1_444_1"
"342",2018-06-11,8314.68,0,5424.66666666667,0,4533.33333333333,NA,"rawSpend","1_444_1"
"343",2018-06-18,0,17462.9333333333,0,0,5413.33333333333,NA,"rawSpend","1_444_1"
"344",2018-06-25,0,0,10384.1333333333,3756.94273854507,5160,NA,"rawSpend","1_444_1"
"345",2018-07-02,14621.9466666667,168101.333333333,0,0,3933.33333333333,NA,"rawSpend","1_444_1"
"346",2018-07-09,0,0,11487.9111111111,8079.80213381583,5186.66666666667,NA,"rawSpend","1_444_1"
"347",2018-07-16,8855.78666666667,59517.8666666667,0,0,5146.66666666667,NA,"rawSpend","1_444_1"
"348",2018-07-23,9728.89333333333,0,5172.66666666667,0,6920,NA,"rawSpend","1_444_1"
"349",2018-07-30,0,0,0,0,7746.66666666667,NA,"rawSpend","1_444_1"
"350",2018-08-06,13041.4933333333,92574.4,7200.13333333333,0,8773.33333333333,NA,"rawSpend","1_444_1"
"351",2018-08-13,0,0,0,4450.75038775587,0,NA,"rawSpend","1_444_1"
"352",2018-08-20,61563.12,106432,0,0,0,NA,"rawSpend","1_444_1"
"353",2018-08-27,0,0,0,4508.4731882541,8586.66666666667,NA,"rawSpend","1_444_1"
"354",2018-09-03,11661.4133333333,68213.3333333333,772.444444444444,0,9733.33333333333,NA,"rawSpend","1_444_1"
"355",2018-09-10,0,0,536,0,10506.6666666667,NA,"rawSpend","1_444_1"
"356",2018-09-17,0,46120.5333333333,9685.06666666667,3402.89444157937,9360,NA,"rawSpend","1_444_1"
"357",2018-09-24,887.933333333333,29320,0,0,10893.3333333333,NA,"rawSpend","1_444_1"
"358",2018-10-01,156703.44,26227.2,2698.44444444444,916.844868843293,12346.6666666667,NA,"rawSpend","1_444_1"
"359",2018-10-08,0,0,2589.82222222223,2015.84616477365,11493.3333333333,NA,"rawSpend","1_444_1"
"360",2018-10-15,44489.52,63107.2,1039.11111111111,2442.58663289726,12760,NA,"rawSpend","1_444_1"
"361",2018-10-22,0,0,0,0,13493.3333333333,NA,"rawSpend","1_444_1"
"362",2018-10-29,25289.9733333333,0,2128.13333333333,7931.80949206687,13800,NA,"rawSpend","1_444_1"
"363",2018-11-05,0,145392,1455.51111111111,0,14053.3333333333,NA,"rawSpend","1_444_1"
"364",2018-11-12,57350.92,0,0,8728.47486240127,0,NA,"rawSpend","1_444_1"
"365",2018-11-19,0,47053.3333333333,0,0,0,NA,"rawSpend","1_444_1"
"366",2018-11-26,53525.2,0,15129.4666666667,7003.5951068445,16000,NA,"rawSpend","1_444_1"
"367",2018-12-03,0,53558.9333333333,0,0,13986.6666666667,NA,"rawSpend","1_444_1"
"368",2018-12-10,0,0,6282.66666666667,0,15773.3333333333,NA,"rawSpend","1_444_1"
"369",2018-12-17,0,15363.7333333333,0,0,15546.6666666667,NA,"rawSpend","1_444_1"
"370",2018-12-24,158046.573333333,0,7451.95555555556,9068.00740600003,17146.6666666667,NA,"rawSpend","1_444_1"
"371",2018-12-31,51379.9066666667,0,0,0,14493.3333333333,NA,"rawSpend","1_444_1"
"372",2019-01-07,0,329.6,903.6,1475.81477779394,17026.6666666667,NA,"rawSpend","1_444_1"
"373",2019-01-14,11583.9733333333,0,735.111111111111,0,16293.3333333333,NA,"rawSpend","1_444_1"
"374",2019-01-21,0,27275.2,2920.22222222223,2861.5022027215,13813.3333333333,NA,"rawSpend","1_444_1"
"375",2019-01-28,31676.4,0,0,0,15200,NA,"rawSpend","1_444_1"
"376",2019-02-04,0,0,4272.04444444444,0,13920,NA,"rawSpend","1_444_1"
"377",2019-02-11,12722.84,0,1191.91111111111,2110.31196598198,0,NA,"rawSpend","1_444_1"
"378",2019-02-18,0,0,501.688888888889,0,0,NA,"rawSpend","1_444_1"
"379",2019-02-25,18120.96,30883.2,645.822222222223,0,12186.6666666667,NA,"rawSpend","1_444_1"
"380",2019-03-04,0,0,0,0,9946.66666666667,NA,"rawSpend","1_444_1"
"381",2019-03-11,5490.32,0,0,0,9040,NA,"rawSpend","1_444_1"
"382",2019-03-18,0,0,0,6120.74245089387,7160,NA,"rawSpend","1_444_1"
"383",2019-03-25,3483.38666666667,5765.33333333333,0,0,7973.33333333333,NA,"rawSpend","1_444_1"
"384",2019-04-01,0,0,0,3308.65544901738,7880,NA,"rawSpend","1_444_1"
"385",2019-04-08,47889.8133333333,2057.06666666667,0,0,7453.33333333333,NA,"rawSpend","1_444_1"
"386",2019-04-15,0,0,2996.22222222223,0,6400,NA,"rawSpend","1_444_1"
"387",2019-04-22,4878.4,0,0,1596.9305949494,6266.66666666667,NA,"rawSpend","1_444_1"
"388",2019-04-29,0,0,12465.9111111111,2513.12412191477,5626.66666666667,NA,"rawSpend","1_444_1"
"389",2019-05-06,3695.89333333333,0,0,0,7280,NA,"rawSpend","1_444_1"
"390",2019-05-13,0,0,2123.73333333333,6455.05839562637,0,NA,"rawSpend","1_444_1"
"391",2019-05-20,29240.3866666667,5769.06666666667,3789.55555555556,0,0,NA,"rawSpend","1_444_1"
"392",2019-05-27,0,3667.73333333333,0,0,5213.33333333333,NA,"rawSpend","1_444_1"
"393",2019-06-03,0,0,1391.91111111111,0,6200,NA,"rawSpend","1_444_1"
"394",2019-06-10,0,0,0,49.528605168199,4146.66666666667,NA,"rawSpend","1_444_1"
"395",2019-06-17,0,0,0,0,4813.33333333333,NA,"rawSpend","1_444_1"
"396",2019-06-24,6160.48,0,0,0,4933.33333333333,NA,"rawSpend","1_444_1"
"397",2019-07-01,0,0,0,0,6386.66666666667,NA,"rawSpend","1_444_1"
"398",2019-07-08,5270.36,0,0,0,6133.33333333333,NA,"rawSpend","1_444_1"
"399",2019-07-15,0,66465.0666666667,0,0,7720,NA,"rawSpend","1_444_1"
"400",2019-07-22,12049.5066666667,0,0,2860.14135084335,8520,NA,"rawSpend","1_444_1"
"401",2019-07-29,0,38432.5333333333,0,0,9520,NA,"rawSpend","1_444_1"
"402",2019-08-05,13009.9733333333,0,0,15400.3914080076,10813.3333333333,NA,"rawSpend","1_444_1"
"403",2019-08-12,0,33946.6666666667,0,0,0,NA,"rawSpend","1_444_1"
"404",2019-08-19,0,0,3220.26666666667,9744.91781105713,0,NA,"rawSpend","1_444_1"
"405",2019-08-26,0,38522.1333333333,0,0,12986.6666666667,NA,"rawSpend","1_444_1"
"406",2019-09-02,226.413333333333,0,13731.1555555556,4037.9586513833,12800,NA,"rawSpend","1_444_1"
"407",2019-09-09,49267.8,4244.8,0,0,13760,NA,"rawSpend","1_444_1"
"408",2019-09-16,0,11461.8666666667,14604.3111111111,1330.88405277083,16093.3333333333,NA,"rawSpend","1_444_1"
"409",2019-09-23,27816.9466666667,0,0,0,15426.6666666667,NA,"rawSpend","1_444_1"
"410",2019-09-30,0,31455.4666666667,19608.9333333333,0,14680,NA,"rawSpend","1_444_1"
"411",2019-10-07,19263.9466666667,0,0,13859.7936776171,15346.6666666667,NA,"rawSpend","1_444_1"
"412",2019-10-14,0,32230.9333333333,20496.4888888889,0,14946.6666666667,NA,"rawSpend","1_444_1"
"413",2019-10-21,20655.68,0,0,4454.15251745123,13826.6666666667,NA,"rawSpend","1_444_1"
"414",2019-10-28,2931,7516.8,2330.13333333333,0,15293.3333333333,NA,"rawSpend","1_444_1"
"415",2019-11-04,2993.73333333333,0,3206.84444444444,0,17880,NA,"rawSpend","1_444_1"
"416",2019-11-11,0,0,0,12206.3586456633,0,NA,"rawSpend","1_444_1"
"417",2016-01-04,687.053333333333,226753.6,0,3623.01223287033,3706.66666666667,28817,"predictedExposure","1_444_1"
"418",2016-01-11,2952.22666666667,0,23581.2888888889,4129.8161531585,4266.66666666667,19082,"predictedExposure","1_444_1"
"419",2016-01-18,0,0,0,3623.01223287033,3053.33333333333,19679,"predictedExposure","1_444_1"
"420",2016-01-25,0,0,11243.9111111111,3002.69058507969,3053.33333333333,15095,"predictedExposure","1_444_1"
"421",2016-02-01,16511.8266666667,42477.3333333333,0,0,2746.66666666667,9795,"predictedExposure","1_444_1"
"422",2016-02-08,0,0,4763.55555555556,3564.38219778663,2693.33333333333,10876,"predictedExposure","1_444_1"
"423",2016-02-15,66276.44,0,2448.4,1448.59774023091,0,19401.6538461538,"predictedExposure","1_444_1"
"424",2016-02-22,0,0,0,0,0,19401.6538461538,"predictedExposure","1_444_1"
"425",2016-02-29,41556.2933333333,0,0,2415.59640398059,2293.33333333333,583,"predictedExposure","1_444_1"
"426",2016-03-07,0,0,16506.0888888889,0,2826.66666666667,8224,"predictedExposure","1_444_1"
"427",2016-03-14,19772.44,43994.1333333333,0,0,2373.33333333333,5311,"predictedExposure","1_444_1"
"428",2016-03-21,0,0,0,0,2293.33333333333,7428,"predictedExposure","1_444_1"
"429",2016-03-28,0,66088.5333333333,13579.4222222223,6471.04840519463,2533.33333333333,10025,"predictedExposure","1_444_1"
"430",2016-04-04,0,0,0,20.8373114038425,1906.66666666667,9460,"predictedExposure","1_444_1"
"431",2016-04-11,0,66413.8666666667,0,0,1866.66666666667,2964,"predictedExposure","1_444_1"
"432",2016-04-18,11126.7333333333,0,0,2348.68785330482,1786.66666666667,11663,"predictedExposure","1_444_1"
"433",2016-04-25,0,0,0,0,1800,6317,"predictedExposure","1_444_1"
"434",2016-05-02,0,0,12518.5777777778,0,1266.66666666667,5408,"predictedExposure","1_444_1"
"435",2016-05-09,0,49957.8666666667,0,0,1426.66666666667,1900,"predictedExposure","1_444_1"
"436",2016-05-16,0,0,0,3673.93077397783,0,19401.6538461538,"predictedExposure","1_444_1"
"437",2016-05-23,0,124442.666666667,0,0,0,19401.6538461538,"predictedExposure","1_444_1"
"438",2016-05-30,0,0,0,0,1346.66666666667,9003,"predictedExposure","1_444_1"
"439",2016-06-06,0,0,0,0,1200,4305,"predictedExposure","1_444_1"
"440",2016-06-13,0,0,0,0,1520,7217,"predictedExposure","1_444_1"
"441",2016-06-20,20472.3866666667,123908.266666667,0,2553.15584799705,1626.66666666667,1983,"predictedExposure","1_444_1"
"442",2016-06-27,0,0,0,0,1506.66666666667,3437,"predictedExposure","1_444_1"
"443",2016-07-04,10121.0133333333,0,5168.4,0,1746.66666666667,4147,"predictedExposure","1_444_1"
"444",2016-07-11,0,0,0,0,1906.66666666667,8479,"predictedExposure","1_444_1"
"445",2016-07-18,1900.41333333333,319643.2,4780.66666666667,3552.81495682237,1426.66666666667,6348,"predictedExposure","1_444_1"
"446",2016-07-25,0,0,0,0,1946.66666666667,13762,"predictedExposure","1_444_1"
"447",2016-08-01,28180.2533333333,164217.066666667,0,5102.03141577443,2280,11841,"predictedExposure","1_444_1"
"448",2016-08-08,0,0,807.777777777777,0,2533.33333333333,17162,"predictedExposure","1_444_1"
"449",2016-08-15,28630.68,0,0,1011.87769166753,0,19401.6538461538,"predictedExposure","1_444_1"
"450",2016-08-22,0,0,13979.7333333333,641.83938513355,0,19401.6538461538,"predictedExposure","1_444_1"
"451",2016-08-29,23991.16,159645.866666667,0,0,3080,2453,"predictedExposure","1_444_1"
"452",2016-09-05,21261.84,87810.1333333333,3081.37777777777,62.7969109801743,3173.33333333333,3186,"predictedExposure","1_444_1"
"453",2016-09-12,0,160115.733333333,0,0,3333.33333333333,11247,"predictedExposure","1_444_1"
"454",2016-09-19,0,32694.4,25536.6222222223,4537.61809931117,3400,15280,"predictedExposure","1_444_1"
"455",2016-09-26,0,162375.466666667,0,0,2973.33333333333,2886,"predictedExposure","1_444_1"
"456",2016-10-03,144536.64,121869.866666667,9813.15555555556,3147.16769281009,3373.33333333333,14067,"predictedExposure","1_444_1"
"457",2016-10-10,0,0,10723.7777777778,3614.16669566233,3986.66666666667,24098,"predictedExposure","1_444_1"
"458",2016-10-17,81389.3466666667,29795.7333333333,0,5324.417293529,3720,26550,"predictedExposure","1_444_1"
"459",2016-10-24,0,158912.533333333,9360.97777777777,5865.92293671003,4080,17728,"predictedExposure","1_444_1"
"460",2016-10-31,93994.7866666667,0,0,6407.42857989107,4893.33333333333,13989,"predictedExposure","1_444_1"
"461",2016-11-07,0,142602.133333333,11543.8222222222,6954.9446522006,4160,29426,"predictedExposure","1_444_1"
"462",2016-11-14,52324.3866666667,0,0,5332.015383182,0,19401.6538461538,"predictedExposure","1_444_1"
"463",2016-11-21,6957.05333333333,145018.133333333,7293.06666666667,6682.09385063127,0,19401.6538461538,"predictedExposure","1_444_1"
"464",2016-11-28,0,0,4142.93333333333,4731.87970491727,9533.33333333333,27941,"predictedExposure","1_444_1"
"465",2016-12-05,14254.4,239080.533333333,0,1656.46786461852,8400,51273,"predictedExposure","1_444_1"
"466",2016-12-12,0,0,0,3030.36123993544,7346.66666666667,19606,"predictedExposure","1_444_1"
"467",2016-12-19,0,334920,0,1011.87769166753,6893.33333333333,4453,"predictedExposure","1_444_1"
"468",2016-12-26,107721.013333333,0,0,7226.54800621497,7733.33333333333,559,"predictedExposure","1_444_1"
"469",2017-01-02,41054.3466666667,453696,27998.1333333333,4281.21092460283,7373.33333333333,46507,"predictedExposure","1_444_1"
"470",2017-01-09,0,0,0,5472.97695689383,7080,21771,"predictedExposure","1_444_1"
"471",2017-01-16,5913.29333333333,0,1535.64444444444,5987.71917980457,6706.66666666667,35351,"predictedExposure","1_444_1"
"472",2017-01-23,0,0,10780.9777777778,6502.4614027153,7000,13998,"predictedExposure","1_444_1"
"473",2017-01-30,40244.96,0,0,4280.64390298693,7226.66666666667,27415,"predictedExposure","1_444_1"
"474",2017-02-06,0,0,0,0,5586.66666666667,4085,"predictedExposure","1_444_1"
"475",2017-02-13,0,127723.733333333,0,8260.4552206404,0,19401.6538461538,"predictedExposure","1_444_1"
"476",2017-02-20,0,0,10691.0222222222,0,0,19401.6538461538,"predictedExposure","1_444_1"
"477",2017-02-27,0,0,0,13900.6192339616,4506.66666666667,26556,"predictedExposure","1_444_1"
"478",2017-03-06,0,0,14027.7777777777,0,4666.66666666667,12272,"predictedExposure","1_444_1"
"479",2017-03-13,10360.88,0,0,0,4213.33333333333,25992,"predictedExposure","1_444_1"
"480",2017-03-20,0,0,19853.8222222223,0,3773.33333333333,22696,"predictedExposure","1_444_1"
"481",2017-03-27,0,24476.2666666667,0,2615.86843871519,4800,26404,"predictedExposure","1_444_1"
"482",2017-04-03,0,0,0,0,4560,1245,"predictedExposure","1_444_1"
"483",2017-04-10,0,500361.6,0,0,3666.66666666667,1126,"predictedExposure","1_444_1"
"484",2017-04-17,7469.05333333333,0,0,0,3546.66666666667,11966,"predictedExposure","1_444_1"
"485",2017-04-24,0,296154.666666667,0,0,3266.66666666667,17897,"predictedExposure","1_444_1"
"486",2017-05-01,36622.92,0,0,0,2600,6052,"predictedExposure","1_444_1"
"487",2017-05-08,0,306346.133333333,0,0,2680,9055,"predictedExposure","1_444_1"
"488",2017-05-15,0,0,0,0,0,19401.6538461538,"predictedExposure","1_444_1"
"489",2017-05-22,0,41006.4,0,3978.53478603737,0,19401.6538461538,"predictedExposure","1_444_1"
"490",2017-05-29,0,0,7174.71111111111,0,2173.33333333333,5778,"predictedExposure","1_444_1"
"491",2017-06-05,9125.46666666667,42486.9333333333,0,3092.05319174496,2680,1988,"predictedExposure","1_444_1"
"492",2017-06-12,0,0,0,0,2226.66666666667,4794,"predictedExposure","1_444_1"
"493",2017-06-19,36259.68,0,0,31.2705091363358,3173.33333333333,5180,"predictedExposure","1_444_1"
"494",2017-06-26,0,158632,4659.42222222223,0,2666.66666666667,1048,"predictedExposure","1_444_1"
"495",2017-07-03,4560.76,0,9573.06666666667,6650.1138314947,3786.66666666667,10977,"predictedExposure","1_444_1"
"496",2017-07-10,0,0,0,0,3720,6813,"predictedExposure","1_444_1"
"497",2017-07-17,9863.8,108181.333333333,24957.5111111111,0,3853.33333333333,2361,"predictedExposure","1_444_1"
"498",2017-07-24,0,0,0,0,3866.66666666667,15114,"predictedExposure","1_444_1"
"499",2017-07-31,11384.92,205440,1452.44444444444,0,4533.33333333333,10044,"predictedExposure","1_444_1"
"500",2017-08-07,0,104866.133333333,9467.24444444444,0,5360,8930,"predictedExposure","1_444_1"
"501",2017-08-14,34047.0533333333,0,0,0,0,19401.6538461538,"predictedExposure","1_444_1"
"502",2017-08-21,0,0,11348.1777777778,1342.67810238147,0,19401.6538461538,"predictedExposure","1_444_1"
"503",2017-08-28,117889.12,0,0,898.926985780967,7000,33712,"predictedExposure","1_444_1"
"504",2017-09-04,0,0,0,0,6493.33333333333,20000,"predictedExposure","1_444_1"
"505",2017-09-11,48869.2666666667,150164.8,4610.35555555556,621.76681993082,5586.66666666667,2265,"predictedExposure","1_444_1"
"506",2017-09-18,0,0,0,0,6440,15924,"predictedExposure","1_444_1"
"507",2017-09-25,83663.84,144563.733333333,0,2529.00072715986,7640,24336,"predictedExposure","1_444_1"
"508",2017-10-02,111304.453333333,58363.2,0,0,7346.66666666667,29510,"predictedExposure","1_444_1"
"509",2017-10-09,44637.7866666667,327236.266666667,18504.9333333333,5348.57241436617,8013.33333333333,15458,"predictedExposure","1_444_1"
"510",2017-10-16,0,0,0,4190.37406173623,7586.66666666667,43966,"predictedExposure","1_444_1"
"511",2017-10-23,44360.5066666667,46091.2,0,4731.87970491727,7920,35016,"predictedExposure","1_444_1"
"512",2017-10-30,4645.22666666667,0,0,5273.3853480983,8466.66666666667,4749,"predictedExposure","1_444_1"
"513",2017-11-06,21149.0133333333,318524.266666667,23039.9111111111,3552.81495682237,9826.66666666667,25943,"predictedExposure","1_444_1"
"514",2017-11-13,0,0,0,7600.1018467675,0,19401.6538461538,"predictedExposure","1_444_1"
"515",2017-11-20,55227.3333333333,105305.066666667,1346.08888888889,3279.96415525302,0,19401.6538461538,"predictedExposure","1_444_1"
"516",2017-11-27,0,0,9601.77777777777,2463.79324133178,15013.3333333333,41469,"predictedExposure","1_444_1"
"517",2017-12-04,28923.5466666667,87842.1333333333,0,1656.46786461852,12733.3333333333,16136,"predictedExposure","1_444_1"
"518",2017-12-11,0,0,0,3030.36123993544,11120,37784,"predictedExposure","1_444_1"
"519",2017-12-18,63749.0533333333,91841.6,0,1011.87769166753,11666.6666666667,43251,"predictedExposure","1_444_1"
"520",2017-12-25,90415.72,0,15034.4444444444,7226.54800621497,10080,57523,"predictedExposure","1_444_1"
"521",2018-01-01,0,0,5291.68888888889,4281.21092460283,10653.3333333333,77617,"predictedExposure","1_444_1"
"522",2018-01-08,0,3947.2,0,5472.97695689383,10840,74527,"predictedExposure","1_444_1"
"523",2018-01-15,39089.24,0,15480.6666666667,0,10080,10394,"predictedExposure","1_444_1"
"524",2018-01-22,0,56811.2,19347.4222222223,0,9226.66666666667,9740,"predictedExposure","1_444_1"
"525",2018-01-29,25169.2,0,0,0,8960,13533,"predictedExposure","1_444_1"
"526",2018-02-05,0,0,4746.8,472.98034791961,10613.3333333333,56102,"predictedExposure","1_444_1"
"527",2018-02-12,9165.21333333333,54185.6,0,0,0,19401.6538461538,"predictedExposure","1_444_1"
"528",2018-02-19,0,0,6311.42222222223,0,0,19401.6538461538,"predictedExposure","1_444_1"
"529",2018-02-26,12356.1066666667,56171.2,10002.8,0,7413.33333333333,19325,"predictedExposure","1_444_1"
"530",2018-03-05,0,0,0,0,7360,18078,"predictedExposure","1_444_1"
"531",2018-03-12,53120.2533333333,90604.2666666667,20486.8,0,7080,8711,"predictedExposure","1_444_1"
"532",2018-03-19,0,0,0,0,5960,12979,"predictedExposure","1_444_1"
"533",2018-03-26,19743.84,81915.2,2989.15555555556,0,6333.33333333333,23910,"predictedExposure","1_444_1"
"534",2018-04-02,0,0,0,0,5520,10567,"predictedExposure","1_444_1"
"535",2018-04-09,0,11257.6,0,0,5973.33333333333,41329,"predictedExposure","1_444_1"
"536",2018-04-16,0,0,0,2113.26047838464,4973.33333333333,21616,"predictedExposure","1_444_1"
"537",2018-04-23,0,158353.6,0,0,3693.33333333333,2529,"predictedExposure","1_444_1"
"538",2018-04-30,0,0,0,12800.5972991227,3173.33333333333,6836,"predictedExposure","1_444_1"
"539",2018-05-07,0,59674.1333333333,0,0,4720,330,"predictedExposure","1_444_1"
"540",2018-05-14,0,0,6803.64444444444,13040.4474426468,0,19401.6538461538,"predictedExposure","1_444_1"
"541",2018-05-21,947.106666666667,26288.5333333333,0,0,0,19401.6538461538,"predictedExposure","1_444_1"
"542",2018-05-28,0,0,4205.42222222223,1009.04258358804,4640,28568,"predictedExposure","1_444_1"
"543",2018-06-04,0,0,0,0,4720,26708,"predictedExposure","1_444_1"
"544",2018-06-11,8314.68,0,5424.66666666667,0,4533.33333333333,7675,"predictedExposure","1_444_1"
"545",2018-06-18,0,17462.9333333333,0,0,5413.33333333333,23355,"predictedExposure","1_444_1"
"546",2018-06-25,0,0,10384.1333333333,3756.94273854507,5160,16989,"predictedExposure","1_444_1"
"547",2018-07-02,14621.9466666667,168101.333333333,0,0,3933.33333333333,14653,"predictedExposure","1_444_1"
"548",2018-07-09,0,0,11487.9111111111,8079.80213381583,5186.66666666667,15143,"predictedExposure","1_444_1"
"549",2018-07-16,8855.78666666667,59517.8666666667,0,0,5146.66666666667,9013,"predictedExposure","1_444_1"
"550",2018-07-23,9728.89333333333,0,5172.66666666667,0,6920,22477,"predictedExposure","1_444_1"
"551",2018-07-30,0,0,0,0,7746.66666666667,8906,"predictedExposure","1_444_1"
